Ticker,Company Name,Sector,Industry,Fiscal_Year,Report Date,Revenue,COGS,SGA,Operating_Income,Net_Income,Total Assets,COGS_ratio,SGA_ratio,Operating_margin,Net_margin,Log_Assets
BNED,"Barnes & Noble Education, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2022,2022-04-30,1495734000.0,-1152902000.0,-353968000.0,-53260000.0,-68857000,1071553000.0,0.770793469961905,0.2366517041131645,-0.03560793563561435,-0.04603559189000183,20.792374835023743
BNED,"Barnes & Noble Education, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2023,2023-04-30,1543208000.0,-1193769000.0,-357611000.0,-50335000.0,-101862000,980779000.0,0.7735632526529153,0.2317322097863671,-0.03261711966241751,-0.06600665626409402,20.703857711824014
BNED,"Barnes & Noble Education, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2024,2024-04-30,1567135000.0,-1210359000.0,-311574000.0,4642000.0,-63211000,905084000.0,0.7723386944966452,0.19881758750841505,0.0029620932465933055,-0.040335389101768516,20.623538315036463
BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2020,2021-03-31,893491000.0,-598612000.0,-208553000.0,86326000.0,59386000,933581000.0,0.6699698150289147,0.23341365497805797,0.09661652999302735,0.06646513507131017,20.654538287401337
BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2021,2022-03-31,1488256000.0,-913183000.0,-316735000.0,258338000.0,192450000,1199855000.0,0.6135926883546917,0.21282292831340843,0.17358438333189988,0.12931243011954932,20.9054665531061
BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2022,2023-03-31,1657615000.0,-1047043000.0,-378785000.0,231787000.0,170553000,1517381000.0,0.6316563255038112,0.2285120489377811,0.13983162555840772,0.1028905988423126,21.14025165937164
BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2023,2024-03-31,1667009000.0,-1052585000.0,-416210000.0,198214000.0,146996000,1705592000.0,0.6314213060637345,0.24967471681316658,0.11890397712309891,0.08817948793317852,21.25717810149328
BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2024,2025-03-31,1911104000.0,-1194066000.0,-477686000.0,239352000.0,180942000,2018021000.0,0.6248043015974013,0.2499529068015137,0.12524279160108504,0.09467930578346338,21.425383165166597
BRLT,"Brilliant Earth Group, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2020,2020-12-31,251820000.0,-139518000.0,-85710000.0,26592000.0,21576000,85216000.0,0.5540385989992852,0.3403621634500834,0.1055992375506314,0.0856802477960448,18.260699767595796
BRLT,"Brilliant Earth Group, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2021,2021-12-31,380189000.0,-192768000.0,-147291000.0,40130000.0,1528000,217731000.0,0.507032028806725,0.3874152066472202,0.10555276454605472,0.0040190536811954055,19.198770913862305
BRLT,"Brilliant Earth Group, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2022,2022-12-31,439882000.0,-205591000.0,-210964000.0,23327000.0,2135000,262574000.0,0.46737761490581564,0.4795922542863768,0.05303013080780755,0.00485357436767133,19.386043505030177
BRLT,"Brilliant Earth Group, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2023,2023-12-31,446382000.0,-189382000.0,-252518000.0,4482000.0,584000,273583000.0,0.4242599387968153,0.5656993337544973,0.010040727448687448,0.001308296481488949,19.42711560727932
BRLT,"Brilliant Earth Group, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2024,2024-12-31,422161000.0,-167759000.0,-251052000.0,3350000.0,541000,281245000.0,0.39738156769573696,0.59468307115058,0.007935361153683073,0.0012815016072067291,19.4547367335471
BURL,"Burlington Stores, Inc.",Consumer Defensive,Retail - Defensive,2020,2021-01-31,5763980000.0,-3558657000.0,-2326928000.0,-341995000.0,-216499000,6781092000.0,0.6173957924906055,0.40370160895769935,-0.05933313439671893,-0.037560678558912416,22.637403987876535
BURL,"Burlington Stores, Inc.",Consumer Defensive,Retail - Defensive,2021,2022-01-31,9322256000.0,-5439574000.0,-2868527000.0,764938000.0,408839000,7089513000.0,0.583504035932933,0.307707383277181,0.0820550304561471,0.04385622965084846,22.681882486837928
BURL,"Burlington Stores, Inc.",Consumer Defensive,Retail - Defensive,2022,2023-01-31,8702604000.0,-5171715000.0,-2877356000.0,383135000.0,230123000,7269597000.0,0.5942721282043857,0.3306316132504708,0.044025328510868704,0.026443004875322376,22.706966693667876
BURL,"Burlington Stores, Inc.",Consumer Defensive,Retail - Defensive,2023,2024-01-31,9727467000.0,-5584157000.0,-3288315000.0,547931000.0,339649000,7706840000.0,0.5740607498334356,0.3380443233577662,0.05632823015487999,0.034916489565063547,22.765374083179033
BURL,"Burlington Stores, Inc.",Consumer Defensive,Retail - Defensive,2024,2025-01-31,10634823000.0,-6029825000.0,-3546967000.0,710456000.0,503639000,8770413000.0,0.5669887500713459,0.33352383955990617,0.06680468494868226,0.04735753477044235,22.89464973458201
BZUN,Baozun Inc.,Consumer Cyclical,Retail - Apparel & Specialty,2020,2020-12-31,1282486284.0,-481933080.0,-341169784.0,80945657.0,61721178,10474691000.0,0.3757802995731688,0.2660221697934354,0.06311619703840825,0.048126189550733625,23.07222780351283
BZUN,Baozun Inc.,Consumer Cyclical,Retail - Apparel & Specialty,2021,2021-12-31,1456283810.0,-507821125.0,-476680346.0,1088153.0,-34070471,12318980000.0,0.3487102730339356,0.3273265435808148,0.0007472121797467487,-0.02339548841101241,23.234406999416528
BZUN,Baozun Inc.,Consumer Cyclical,Retail - Apparel & Specialty,2022,2022-12-31,1248353055.0,-335239349.0,-452617034.0,6901387.0,-97080394,1423806617.0,0.268545302674811,0.3625713352381711,0.005528393568116033,-0.07776677728401121,21.076599838045638
BZUN,Baozun Inc.,Consumer Cyclical,Retail - Apparel & Specialty,2023,2023-12-31,1245563705.0,-340523780.0,-520858862.0,-24194318.0,-39354496,1454112959.0,0.2733892924408872,0.4181711942224585,-0.01942439226743525,-0.03159573118743051,21.097661901485814
BZUN,Baozun Inc.,Consumer Cyclical,Retail - Apparel & Specialty,2024,2024-12-31,1310780229.0,-344145039.0,-570357922.0,-15009334.0,-25763954,1419740160.0,0.26254976340507497,0.4351285664684831,-0.011450686902296876,-0.019655433786680956,21.073739705900124
CAPL,CrossAmerica Partners LP,Consumer Defensive,Retail - Defensive,2020,2020-12-31,1932323000.0,-1720196000.0,-20991000.0,31466000.0,107456000,1014342000.0,0.890221769341875,0.010863090694464643,0.01628402704930801,0.05560975054377555,20.737505963356437
CAPL,CrossAmerica Partners LP,Consumer Defensive,Retail - Defensive,2021,2021-12-31,3579259000.0,-3302306000.0,-30930000.0,34092000.0,21654000,1270142000.0,0.922622811034351,0.00864145344050263,0.00952487651773733,0.0060498555706642075,20.962394542190147
CAPL,CrossAmerica Partners LP,Consumer Defensive,Retail - Defensive,2022,2022-12-31,4967424000.0,-4591653000.0,-25575000.0,94863000.0,63696000,1257377000.0,0.9243529443027211,0.005148543792517007,0.019097020910636982,0.012822742733457019,20.95229364203288
CAPL,CrossAmerica Partners LP,Consumer Defensive,Retail - Defensive,2023,2023-12-31,4386263000.0,-4003995000.0,-27031000.0,83333000.0,42592000,1181682000.0,0.9128488191428558,0.006162649161712374,0.01899863277692195,0.009710316048080108,20.89020468420077
CAPL,CrossAmerica Partners LP,Consumer Defensive,Retail - Defensive,2024,2024-12-31,4098288000.0,-3699969000.0,-28756000.0,65594000.0,22453000,1114725000.0,0.9028084409880418,0.007016588390078979,0.01600521974053556,0.00547862912513713,20.83187357466734
CATO,CATO CORP,Consumer Cyclical,Retail - Apparel & Specialty,2020,2021-01-31,575111000.0,-433187000.0,-206492000.0,-79249000.0,-47483000,591452000.0,0.7532232908082092,0.3590472100168489,-0.1377977468697347,-0.08256319214899385,20.198091088470296
CHEF,"Chefs' Warehouse, Inc.",Consumer Defensive,Retail - Defensive,2020,2020-12-31,1111631000.0,-863480000.0,-336394000.0,-102660000.0,-82903000,974325000.0,0.7767685499954571,0.3026130073738498,-0.09235078906579611,-0.07457780504501943,20.69725548151418
CHEF,"Chefs' Warehouse, Inc.",Consumer Defensive,Retail - Defensive,2021,2021-12-31,1745757000.0,-1355272000.0,-379252000.0,10811000.0,-4923000,1073795000.0,0.7763233943784845,0.21724214767576472,0.006192728999511387,-0.0028199801003232407,20.794464939581314
CHEF,"Chefs' Warehouse, Inc.",Consumer Defensive,Retail - Defensive,2022,2022-12-31,2613399000.0,-1994763000.0,-518219000.0,85738000.0,27750000,1509296000.0,0.7632829889350995,0.19829310411460324,0.03280708380159325,0.010618355635706603,21.134909153890938
CHEF,"Chefs' Warehouse, Inc.",Consumer Defensive,Retail - Defensive,2023,2023-12-31,3433763000.0,-2619289000.0,-704758000.0,100943000.0,34590000,1705306000.0,0.7628042471189771,0.20524363504411924,0.029397194855905896,0.010073496627460893,21.257010403719455
CHEF,"Chefs' Warehouse, Inc.",Consumer Defensive,Retail - Defensive,2024,2024-12-31,3794212000.0,-2880065000.0,-784852000.0,128207000.0,55479000,1858691000.0,0.7590680225564623,0.20685507293741098,0.0337901519472291,0.014622008469742862,21.34313831347292
CHS,"Chico's FAS, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2020,2021-01-31,1324051000.0,-1139878000.0,-526772000.0,-342599000.0,-360144000,1274878000.0,0.8609018836887703,0.39784872334978033,-0.25875060703855063,-0.27200160718884697,20.966116324704068
CHS,"Chico's FAS, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2021,2022-01-31,1809927000.0,-1145929000.0,-597418000.0,66580000.0,46218000,1196837000.0,0.6331354800497478,0.33007850592869215,0.03678601402155999,0.02553583652821357,20.902948080482005
CHS,"Chico's FAS, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2022,2023-01-31,2142020000.0,-1303577000.0,-696298000.0,142145000.0,108999000,1187841000.0,0.6085736827854081,0.3250660591404375,0.0663602580741543,0.050886079495056066,20.89540321054587
CHWY,"Chewy, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2020,2021-01-31,7146264000.0,-5325457000.0,-1911271000.0,-90464000.0,-92486000,1740910000.0,0.7452085453322184,0.2674503768682489,-0.012658922200467266,-0.012941867246997871,21.277673801967772
CHWY,"Chewy, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2021,2022-01-31,8967407000.0,-6581936000.0,-2459037000.0,-73566000.0,-75207000,2086281000.0,0.733984305608076,0.2742194036693104,-0.008203709277386428,-0.008386705320724263,21.458648892027046
CHWY,"Chewy, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2022,2023-01-31,10119000000.0,-7284505000.0,-2778074000.0,56421000.0,49899000,2519818000.0,0.7198838818065026,0.2745403696017393,0.0055757485917580785,0.004931218499851764,21.647452513639372
CHWY,"Chewy, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2023,2024-01-31,11147720000.0,-7986202000.0,-3185143000.0,-23625000.0,39580000,3186851000.0,0.7163977925530961,0.2857214748845504,-0.0021192674376464423,0.0035505018066474578,21.882299118856928
CHWY,"Chewy, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2024,2025-01-31,11861335000.0,-8393631000.0,-3355117000.0,112587000.0,392738000,3014500000.0,0.7076463989930307,0.2828616677633673,0.009491933243602006,0.033110775473418466,21.826699815893733
CONN,CONNS INC,Consumer Cyclical,Retail - Apparel & Specialty,2020,2021-01-31,1386025000.0,-668315000.0,-478767000.0,232617000.0,-3137000,1755084000.0,0.4821810573402356,0.3454245053299904,0.16783030609115998,-0.0022633069389080282,21.285782555966694
CONN,CONNS INC,Consumer Cyclical,Retail - Apparel & Specialty,2021,2022-01-31,1590031000.0,-825987000.0,-544490000.0,216877000.0,108205000,1754466000.0,0.5194785510471179,0.3424398643800027,0.13639796959933487,0.06805213231691709,21.28543037405939
CONN,CONNS INC,Consumer Cyclical,Retail - Apparel & Specialty,2022,2023-01-31,1342527000.0,-710234000.0,-526212000.0,91721000.0,-59292000,1716215000.0,0.5290277216026196,0.39195636288879104,0.06831966880368141,-0.04416447490441533,21.263387121539164
CONN,CONNS INC,Consumer Cyclical,Retail - Apparel & Specialty,2023,2024-01-31,1237683000.0,-629688000.0,-561628000.0,28802000.0,-76893000,2444042000.0,0.5087635525413211,0.4537737045754042,0.02327090216153894,-0.06212657037383563,21.61691906305082
COST,COSTCO WHOLESALE CORP /NEW,Consumer Defensive,Retail - Defensive,2020,2020-08-31,166761000000.0,-144939000000.0,-16387000000.0,5435000000.0,4002000000,55556000000.0,0.8691420655908756,0.09826638122822483,0.03259155318089961,0.023998416896036844,24.740657358000384
COST,COSTCO WHOLESALE CORP /NEW,Consumer Defensive,Retail - Defensive,2021,2021-08-31,195929000000.0,-170684000000.0,-18537000000.0,6708000000.0,5007000000,59268000000.0,0.8711523051717714,0.09461080289288466,0.034236891935343926,0.025555175599324246,24.805335368292898
COST,COSTCO WHOLESALE CORP /NEW,Consumer Defensive,Retail - Defensive,2022,2022-08-31,226954000000.0,-199382000000.0,-19779000000.0,7793000000.0,5844000000,64166000000.0,0.8785128263877261,0.08714981890603382,0.03433735470624003,0.025749711395260715,24.88473931234178
COST,COSTCO WHOLESALE CORP /NEW,Consumer Defensive,Retail - Defensive,2023,2023-08-31,242290000000.0,-212586000000.0,-21590000000.0,8114000000.0,6292000000,68994000000.0,0.8774031119732552,0.08910809360683479,0.033488794419910026,0.025968880267448098,24.957285381240993
COST,COSTCO WHOLESALE CORP /NEW,Consumer Defensive,Retail - Defensive,2024,2024-08-31,254453000000.0,-222358000000.0,-22810000000.0,9285000000.0,7367000000,69831000000.0,0.8738666865786608,0.08964327400345054,0.036490039417888566,0.028952301603832536,24.969343874194443
CPNG,"Coupang, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2020,2020-12-31,11967339000.0,-9981102000.0,-2502231000.0,-515994000.0,-463157000,5067332000.0,0.8340285171164618,0.2090883361789952,-0.04311685329545691,-0.03870175316333899,22.346080283298843
CPNG,"Coupang, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2021,2021-12-31,18406000000.0,-15455000000.0,-4445000000.0,-1494000000.0,-1543000000,8641834000.0,0.8396718461371292,0.2414973378246224,-0.0811691839617516,-0.08383135933934587,22.87988066575512
CPNG,"Coupang, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2022,2022-12-31,20583000000.0,-15873000000.0,-4822000000.0,-112000000.0,-92000000,9513000000.0,0.7711703833260458,0.23427100034008647,-0.005441383666132245,-0.004469708011465773,22.975925121170732
CPNG,"Coupang, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2023,2023-12-31,24383000000.0,-18193000000.0,-5717000000.0,473000000.0,1360000000,13346000000.0,0.7461346019767872,0.23446663659106753,0.019398761432145348,0.05577656563999508,23.314482551427826
CPNG,"Coupang, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2024,2024-12-31,30268000000.0,-21437000000.0,-8395000000.0,436000000.0,154000000,15344000000.0,0.7082397251222413,0.2773556231003039,0.014404651777454737,0.005087881591119334,23.453990355087495
CRI,Carter's Inc,Consumer Cyclical,Retail - Apparel & Specialty,2020,2020-12-31,3024334000.0,-1710892000.0,-1105607000.0,207835000.0,109717000,3392580000.0,0.5657086816469346,0.3655704032689511,0.06872091508411439,0.036278069816362876,21.944856530824886
CRI,Carter's Inc,Consumer Cyclical,Retail - Apparel & Specialty,2021,2021-12-31,3486440000.0,-1824166000.0,-1193876000.0,468398000.0,339748000,3187998000.0,0.5232173793324997,0.3424341161758126,0.1343485044916878,0.09744840008719496,21.88265897052161
CRI,Carter's Inc,Consumer Cyclical,Retail - Apparel & Specialty,2022,2022-12-31,3212733000.0,-1740375000.0,-1110007000.0,362351000.0,250038000,2439715000.0,0.541711682856932,0.34550241180950925,0.11278590533355869,0.07782719572401442,21.615147066150797
CRI,Carter's Inc,Consumer Cyclical,Retail - Apparel & Specialty,2023,2023-12-31,2945594000.0,-1549659000.0,-1093940000.0,301995000.0,232500000,2378613000.0,0.5260938880239435,0.3713817993925843,0.10252431258347212,0.07893144812217841,21.5897833816423
CRI,Carter's Inc,Consumer Cyclical,Retail - Apparel & Specialty,2024,2024-12-31,2844102000.0,-1478936000.0,-1099689000.0,265477000.0,185509000,2433167000.0,0.5200010407502966,0.38665596381564377,0.09334299543405968,0.06522586039459907,21.612459537931873
CTHR,CHARLES & COLVARD LTD,Consumer Cyclical,Retail - Apparel & Specialty,2020,2020-12-31,12146790.0,-6167708.0,-3458099.0,2520983.0,2519077,48904587.0,0.5077644381766705,0.2846924166796331,0.2075431451436964,0.20738623125945208,17.70538175372679
CTHR,CHARLES & COLVARD LTD,Consumer Cyclical,Retail - Apparel & Specialty,2021,2021-12-31,13753135.0,-7033946.0,-5268594.0,1450595.0,1167612,64921999.0,0.5114431000640944,0.3830831297736843,0.10547377016222119,0.08489787964707683,17.988697091880294
CTHR,CHARLES & COLVARD LTD,Consumer Cyclical,Retail - Apparel & Specialty,2022,2022-12-31,43089024.0,-22845702.0,-17370118.0,2873204.0,2373915,69208855.0,0.5301977134594648,0.40312163951543667,0.06668064702509854,0.055093264586359623,18.052639374829152
CTHR,CHARLES & COLVARD LTD,Consumer Cyclical,Retail - Apparel & Specialty,2023,2023-12-31,29946234.0,-25212383.0,-18709871.0,-13976020.0,-19580794,44465560.0,0.841921658663323,0.6247821011483448,-0.4667037598116678,-0.6538649901687137,17.610225514911765
CTRN,"Citi Trends, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2020,2021-01-31,783294000.0,-471618000.0,-260198000.0,32219000.0,23978000,494593000.0,0.6020957648086159,0.3321843394689606,0.041132703684695654,0.030611749866589044,20.01924576010065
CTRN,"Citi Trends, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2021,2022-01-31,991595000.0,-584063000.0,-307622000.0,79517000.0,62240000,474025000.0,0.589013659810709,0.3102294787690539,0.08019100540039029,0.06276756135317342,19.97677062088454
CTRN,"Citi Trends, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2022,2023-01-31,795011000.0,-484022000.0,-279177000.0,11217000.0,58892000,544258000.0,0.6088242804187615,0.35116117890192716,0.014109238740092905,0.07407696245712324,20.11493395709814
CTRN,"Citi Trends, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2023,2024-01-31,747941000.0,-462824000.0,-284530000.0,-18403000.0,-11979000,518721000.0,0.6187974719931117,0.3804177067442485,-0.02460488193587462,-0.01601596917403913,20.066876724332058
CTRN,"Citi Trends, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2024,2025-01-31,753079000.0,-471036000.0,-300173000.0,-36952000.0,-43170000,462769000.0,0.6254801953048751,0.39859430418322644,-0.04906789327547309,-0.057324663149550044,19.952738567462077
CURV,Torrid Holdings Inc.,Consumer Cyclical,Retail - Apparel & Specialty,2020,2021-01-31,984170000.0,-643215000.0,-284136000.0,56819000.0,24532000,648209000.0,0.6535608685491328,0.28870621945395614,0.0577329119969111,0.024926587886239165,20.28972373317885
CURV,Torrid Holdings Inc.,Consumer Cyclical,Retail - Apparel & Specialty,2021,2022-01-31,1297271000.0,-759826000.0,-492063000.0,45382000.0,-29944000,578501000.0,0.5857110811850416,0.37930625135380347,0.03498266746115499,-0.023082301230814534,20.175950833204983
CURV,Torrid Holdings Inc.,Consumer Cyclical,Retail - Apparel & Specialty,2022,2023-01-31,1288144000.0,-828605000.0,-357914000.0,101625000.0,50209000,527264000.0,0.6432549466519271,0.27785247612068215,0.07889257722739072,0.03897778509234992,20.083211929839294
CURV,Torrid Holdings Inc.,Consumer Cyclical,Retail - Apparel & Specialty,2023,2024-01-31,1151945000.0,-745967000.0,-348830000.0,57148000.0,11619000,476947000.0,0.6475717156635082,0.3028182769142624,0.04961000742222936,0.01008641905646537,19.982915931568208
CURV,Torrid Holdings Inc.,Consumer Cyclical,Retail - Apparel & Specialty,2024,2025-01-31,1103737000.0,-690266000.0,-356263000.0,57208000.0,16318000,488441000.0,0.6253899253173537,0.32277888663694343,0.051831188045702914,0.014784319090507975,20.00672924426137
CVGW,"Calavo Growers, Inc.",Consumer Defensive,Retail - Defensive,2020,2020-10-31,1059371000.0,-969473000.0,-57952000.0,31946000.0,-14057000,429624000.0,0.9151402105589072,0.05470415935493798,0.0301556300861549,-0.013269194644746742,19.878420965520274
CVGW,"Calavo Growers, Inc.",Consumer Defensive,Retail - Defensive,2021,2021-10-31,1055830000.0,-998405000.0,-56463000.0,962000.0,-12026000,445402000.0,0.9456115094286012,0.053477359044543156,0.0009111315268556491,-0.011390091207864902,19.914487803123215
CVGW,"Calavo Growers, Inc.",Consumer Defensive,Retail - Defensive,2022,2022-10-31,769691000.0,-714949000.0,-46538000.0,8204000.0,-6955000,385746000.0,0.9288779523211262,0.060463224852570704,0.010658822826303023,-0.009036093705136217,19.77068967974354
CVGW,"Calavo Growers, Inc.",Consumer Defensive,Retail - Defensive,2023,2023-10-31,594102000.0,-531490000.0,-47276000.0,15336000.0,-8344000,386854000.0,0.8946106897468785,0.07957556109893588,0.025813749154185644,-0.014044726326455726,19.773557918831315
CVGW,"Calavo Growers, Inc.",Consumer Defensive,Retail - Defensive,2024,2024-10-31,661544000.0,-593740000.0,-50038000.0,17766000.0,-1076000,301119000.0,0.8975064394809718,0.07563820395922266,0.026855356559805546,-0.0016264980107143288,19.523016093420598
CVNA,CARVANA CO.,Consumer Cyclical,Retail - Apparel & Specialty,2020,2020-12-31,5587000000.0,-4793000000.0,-1126000000.0,-332000000.0,-171000000,3035000000.0,0.8578843744406658,0.20153928763200285,-0.05942366207266869,-0.030606765706103455,21.833477261457872
CVNA,CARVANA CO.,Consumer Cyclical,Retail - Apparel & Specialty,2021,2021-12-31,12814000000.0,-10885000000.0,-2033000000.0,-104000000.0,-135000000,7015000000.0,0.8494615264554394,0.1586545965350398,-0.008116122990479164,-0.010535351958795068,22.671316550500837
CVNA,CARVANA CO.,Consumer Cyclical,Retail - Apparel & Specialty,2022,2022-12-31,13604000000.0,-12358000000.0,-2736000000.0,-1504000000.0,-1587000000,8698000000.0,0.9084092913848868,0.2011173184357542,-0.11055571890620405,-0.11665686562775654,22.886358951121856
CVNA,CARVANA CO.,Consumer Cyclical,Retail - Apparel & Specialty,2023,2023-12-31,10771000000.0,-9047000000.0,-1796000000.0,-80000000.0,450000000,7071000000.0,0.8399405811902331,0.16674403490855075,-0.007427351220870857,0.04177885061739857,22.679267749568513
CVNA,CARVANA CO.,Consumer Cyclical,Retail - Apparel & Specialty,2024,2024-12-31,13673000000.0,-10797000000.0,-1874000000.0,990000000.0,210000000,8484000000.0,0.7896584509617495,0.13705843633438164,0.07240547063555913,0.015358736195421633,22.861447873648846
DBGI,"Digital Brands Group, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2020,2020-12-31,5239437.0,-4685755.0,-8068145.0,-7514463.0,-10728295,16352169.0,0.8943241420786241,1.5398877780188978,-1.4342119200975219,-2.0476045422437563,16.609871107059362
DBGI,"Digital Brands Group, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2021,2021-12-31,7584859.0,-5716587.0,-21052470.0,-19184198.0,-32357957,36485224.0,0.753684017066105,2.775591477705782,-2.529275494771887,-4.266125052555361,17.4124179146724
DBGI,"Digital Brands Group, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2022,2022-12-31,13971178.0,-8030908.0,-21933740.0,-15993470.0,-38043362,33738055.0,0.5748196751913117,1.5699277469659323,-1.144747422157244,-2.722988856057807,17.334136986710323
DBGI,"Digital Brands Group, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2023,2023-12-31,14916422.0,-8372642.0,-19337567.0,-12793787.0,-10247133,25336033.0,0.5613036423882349,1.2963944704701973,-0.8576981128584321,-0.686969904713074,17.047738169694238
DBGI,"Digital Brands Group, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2024,2024-12-31,11555656.0,-7911536.0,-12456902.0,-8812782.0,-13106589,19890327.0,0.6846462026906996,1.077991764379279,-0.7626379670699786,-1.134214189138202,16.805744091117337
DDS,"DILLARD'S, INC.",Consumer Cyclical,Retail - Apparel & Specialty,2020,2021-01-31,4433185000.0,-3069063000.0,-1211483000.0,-82913000.0,-71654000,3092515000.0,0.6922930128113309,0.27327598554989246,-0.01870280622171193,-0.01616309718633443,21.852250512663776
DDS,"DILLARD'S, INC.",Consumer Cyclical,Retail - Apparel & Specialty,2021,2022-01-31,6624267000.0,-3747665000.0,-1536554000.0,1118133000.0,862473000,3245557000.0,0.565747878218073,0.23195834346652996,0.16879346801691417,0.1301990091884883,21.900552821062806
DDS,"DILLARD'S, INC.",Consumer Cyclical,Retail - Apparel & Specialty,2022,2023-01-31,6996215000.0,-3983598000.0,-1674317000.0,1126691000.0,891637000,3329150000.0,0.5693933076670743,0.2393175452726939,0.1610429353586189,0.12744562595632067,21.92598285310034
DDS,"DILLARD'S, INC.",Consumer Cyclical,Retail - Apparel & Specialty,2023,2024-01-31,6874420000.0,-4031108000.0,-1717415000.0,924755000.0,738847000,3448906000.0,0.5863924520177702,0.24982689448709855,0.13452116687662377,0.10747772175689004,21.96132291625311
DECK,DECKERS OUTDOOR CORP,Consumer Cyclical,Retail - Apparel & Specialty,2020,2021-03-31,2545641000.0,-1171551000.0,-869885000.0,504205000.0,382575000,2167705000.0,0.4602184675686792,0.34171550505354054,0.19806602737778028,0.1502863129561474,21.496934841154733
DECK,DECKERS OUTDOOR CORP,Consumer Cyclical,Retail - Apparel & Specialty,2021,2022-03-31,3150339000.0,-1542788000.0,-1042844000.0,564707000.0,451949000,2332250000.0,0.489721264917839,0.3310259626027548,0.17925277247940619,0.14346043394060132,21.570099303805346
DECK,DECKERS OUTDOOR CORP,Consumer Cyclical,Retail - Apparel & Specialty,2022,2023-03-31,3627286000.0,-1801916000.0,-1172619000.0,652751000.0,516822000,2556203000.0,0.4967670043112123,0.32327723813341436,0.17995575755537335,0.1424817342773633,21.661788791278287
DECK,DECKERS OUTDOOR CORP,Consumer Cyclical,Retail - Apparel & Specialty,2023,2024-03-31,4287763000.0,-1902275000.0,-1457974000.0,927514000.0,759563000,3135579000.0,0.4436520861810692,0.3400313869959697,0.21631652682296107,0.17714668464651614,21.8660796829736
DECK,DECKERS OUTDOOR CORP,Consumer Cyclical,Retail - Apparel & Specialty,2024,2025-03-31,4985612000.0,-2099949000.0,-1706571000.0,1179092000.0,966091000,3570252000.0,0.4212018504448401,0.34229920017843346,0.23649894937672647,0.19377580926875176,21.99590201848202
DG,DOLLAR GENERAL CORP,Consumer Defensive,Retail - Defensive,2020,2021-01-31,33746839000.0,-23027977000.0,-7164097000.0,3554765000.0,2655050000,25862624000.0,0.6823743403048801,0.21228942361090472,0.10533623608421518,0.0786755168387771,23.976064674593335
DG,DOLLAR GENERAL CORP,Consumer Defensive,Retail - Defensive,2021,2022-01-31,34220449000.0,-23407443000.0,-7592331000.0,3220675000.0,2399232000,26327371000.0,0.684019166434666,0.22186532385942687,0.09411550970590714,0.07011106137152087,23.99387495738744
DG,DOLLAR GENERAL CORP,Consumer Defensive,Retail - Defensive,2022,2023-01-31,37844863000.0,-26024765000.0,-8491796000.0,3328302000.0,2415989000,29083367000.0,0.6876696845223089,0.2243843768175353,0.0879459386601558,0.06383928513626803,24.09343226695329
DG,DOLLAR GENERAL CORP,Consumer Defensive,Retail - Defensive,2023,2024-01-31,38691609000.0,-26972585000.0,-9272724000.0,2446300000.0,1661274000,30795591000.0,0.6971171708056907,0.23965723420806823,0.06322559498624107,0.042936286262998266,24.150637367328443
