Ticker,Company Name,Sector,Industry,Fiscal_Year,Report Date,Revenue,COGS,SGA,Operating_Income,Net_Income,Total Assets,COGS_ratio,SGA_ratio,Operating_margin,Net_margin,ROA,Log_Assets
AAP,ADVANCE AUTO PARTS INC,Consumer Cyclical,Retail - Apparel & Specialty,2020,2020-12-31,10106321000.0,-5624707000.0,-3731707000.0,749907000.0,493021000,11839636000.0,0.5565533689262393,0.36924485181105965,0.07420177926270104,0.04878342969711728,0.04164156735899651,23.194718722686446
AAP,ADVANCE AUTO PARTS INC,Consumer Cyclical,Retail - Apparel & Specialty,2021,2021-12-31,10997989000.0,-6074039000.0,-4101585000.0,822365000.0,596615000,12194209000.0,0.5522863316193534,0.372939543765683,0.0747741246149637,0.054247644728504456,0.048926092705152094,23.224227003861994
AAP,ADVANCE AUTO PARTS INC,Consumer Cyclical,Retail - Apparel & Specialty,2022,2022-12-31,9148874000.0,-4916004000.0,-3708252000.0,524618000.0,464402000,11986447000.0,0.5373343211415962,0.4053233217552237,0.05734235710318013,0.05076056354038759,0.03874392470095601,23.20704243179611
AEO,AMERICAN EAGLE OUTFITTERS INC,Consumer Cyclical,Retail - Apparel & Specialty,2020,2021-01-31,3759113000.0,-2610966000.0,-977264000.0,8481000.0,-209274000,3434806000.0,0.6945697030123862,0.25997196679110207,0.0022561173340625833,-0.05567111177557046,-0.06092745849401684,21.957226283587676
AEO,AMERICAN EAGLE OUTFITTERS INC,Consumer Cyclical,Retail - Apparel & Specialty,2021,2022-01-31,5010785000.0,-3018995000.0,-1222000000.0,603009000.0,419629000,3786643000.0,0.6024994087752717,0.24387396385995408,0.12034222182751804,0.08374516168624277,0.11081821021944767,22.054745711551774
AEO,AMERICAN EAGLE OUTFITTERS INC,Consumer Cyclical,Retail - Apparel & Specialty,2022,2023-01-31,4989833000.0,-3244585000.0,-1269095000.0,269256000.0,125136000,3420956000.0,0.650239196381923,0.25433616716230784,0.053960924143152685,0.025078193999678946,0.036579248607699136,21.95318588112283
AKA,a.k.a. Brands Holding Corp.,Consumer Cyclical,Retail - Apparel & Specialty,2020,2020-12-31,215916000.0,-89515000.0,-104261000.0,22140000.0,14334000,189439000.0,0.41458252283295355,0.4828776005483614,0.10253987661868505,0.06638692824987495,0.07566551766003832,19.059577630929766
AKA,a.k.a. Brands Holding Corp.,Consumer Cyclical,Retail - Apparel & Specialty,2021,2021-12-31,562191000.0,-254527000.0,-291281000.0,16383000.0,-5968000,687846000.0,0.4527411502496482,0.5181175081066755,0.02914134164367626,-0.010615609285812117,-0.008676360697016484,20.349075533633027
AKA,a.k.a. Brands Holding Corp.,Consumer Cyclical,Retail - Apparel & Specialty,2022,2022-12-31,611738000.0,-274491000.0,-335500000.0,1747000.0,-176697000,509638000.0,0.44870679931604707,0.5484374029404745,0.002855797743478417,-0.2888442437775649,-0.3467108025696671,20.049211227731004
AKA,a.k.a. Brands Holding Corp.,Consumer Cyclical,Retail - Apparel & Specialty,2023,2023-12-31,546258000.0,-245978000.0,-315165000.0,-14885000.0,-98886000,361721000.0,0.45029638009878115,0.5769526487483936,-0.02724902884717478,-0.18102435113078436,-0.27337644206446404,19.70638375440201
AKA,a.k.a. Brands Holding Corp.,Consumer Cyclical,Retail - Apparel & Specialty,2024,2024-12-31,574697000.0,-247192000.0,-337826000.0,-10321000.0,-25990000,385204000.0,0.43012578802395,0.5878332408208151,-0.017959028844765156,-0.04522383099267962,-0.06747074277525675,19.76928362205032
AMZN,AMAZON COM INC,Consumer Cyclical,Retail - Apparel & Specialty,2020,2020-12-31,386064000000.0,-233307000000.0,-28676000000.0,22899000000.0,21331000000,321195000000.0,0.604322081312943,0.07427783994363629,0.05931399975133657,0.05525249699531684,0.06641137004000686,26.4953142522727
AMZN,AMAZON COM INC,Consumer Cyclical,Retail - Apparel & Specialty,2021,2021-12-31,469822000000.0,-272344000000.0,-41374000000.0,24879000000.0,33364000000,420549000000.0,0.579674855583604,0.08806313880576049,0.052954097509269465,0.07101412875514557,0.07933439385184604,26.764826837513485
AMZN,AMAZON COM INC,Consumer Cyclical,Retail - Apparel & Specialty,2022,2022-12-31,513983000000.0,-288831000000.0,-54129000000.0,12248000000.0,-2722000000,462675000000.0,0.5619466013467371,0.10531282163028738,0.023829581912242232,-0.005295895000418302,-0.0058831793375479545,26.860290700710223
AMZN,AMAZON COM INC,Consumer Cyclical,Retail - Apparel & Specialty,2023,2023-12-31,574785000000.0,-304739000000.0,-56186000000.0,36852000000.0,30425000000,527854000000.0,0.5301791104499943,0.0977513331071618,0.0641144079960333,0.05293283575597832,0.057639044129626754,26.992085567263793
AMZN,AMAZON COM INC,Consumer Cyclical,Retail - Apparel & Specialty,2024,2024-12-31,637959000000.0,-326288000000.0,-55266000000.0,68593000000.0,59248000000,624894000000.0,0.5114560653584321,0.08662939154397069,0.1075194487420038,0.09287117197186653,0.09481288026449286,27.160847872299108
ANF,ABERCROMBIE & FITCH CO /DE/,Consumer Cyclical,Retail - Apparel & Specialty,2020,2021-01-31,3125384000.0,-1234179000.0,-1843791000.0,52468000.0,-114021000,3314902000.0,0.3948887560696542,0.5899406280956196,0.01678769712777694,-0.036482237062709734,-0.03439649196265832,21.921693897552988
ANF,ABERCROMBIE & FITCH CO /DE/,Consumer Cyclical,Retail - Apparel & Specialty,2021,2022-01-31,3712768000.0,-1400773000.0,-1977238000.0,343084000.0,263010000,2939491000.0,0.3772853569089154,0.5325509161897538,0.09240652795973246,0.0708393306557264,0.08947467435688695,21.801502274056702
ANF,ABERCROMBIE & FITCH CO /DE/,Consumer Cyclical,Retail - Apparel & Specialty,2022,2023-01-31,3697751000.0,-1593213000.0,-2014564000.0,92648000.0,2816000,2713100000.0,0.43086000111959943,0.5448079116197927,0.02505522951653586,0.0007615439763250689,0.0010379270944675832,21.721357729508966
ANF,ABERCROMBIE & FITCH CO /DE/,Consumer Cyclical,Retail - Apparel & Specialty,2023,2024-01-31,4280677000.0,-1587265000.0,-2214614000.0,484671000.0,328123000,2974233000.0,0.3707976565389073,0.5173513441915847,0.11322297851484707,0.07665212768914824,0.11032188802961974,21.81325202757792
ANF,ABERCROMBIE & FITCH CO /DE/,Consumer Cyclical,Retail - Apparel & Specialty,2024,2025-01-31,4948587000.0,-1773926000.0,-2440473000.0,740820000.0,566223000,3299887000.0,0.35847121612694693,0.493165624854125,0.149703339559353,0.11442114688495929,0.17158860288246233,21.91715406240832
APRN,"Blue Apron Holdings, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2020,2020-12-31,460608000.0,-282924000.0,-187178000.0,-38564000.0,-46154000,215335000.0,0.6142403084618591,0.40637157843545924,-0.08372412116159511,-0.10020234125329999,-0.21433580235447094,19.187705512986895
APRN,"Blue Apron Holdings, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2021,2021-12-31,470377000.0,-301763000.0,-217528000.0,-71117000.0,-88381000,231706000.0,0.6415343437285411,0.46245458430152836,-0.1511914910805588,-0.18789396590394514,-0.3814359576359697,19.260979884621918
APRN,"Blue Apron Holdings, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2022,2022-12-31,458467000.0,-304574000.0,-239219000.0,-108718000.0,-109733000,171142000.0,0.6643313477305891,0.5217801935580969,-0.23713375226570288,-0.23934765206656095,-0.5668952049610628,18.958004179224567
ARHS,"Arhaus, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2020,2020-12-31,507429000.0,-307925000.0,-168616000.0,30888000.0,6082000,322553000.0,0.6068336653994943,0.33229476439068323,0.06087157020982246,0.011985913300185839,0.018855815943426352,19.591778021782854
ARHS,"Arhaus, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2021,2021-12-31,796922000.0,-466989000.0,-296117000.0,33816000.0,21117000,586550000.0,0.5859908497945847,0.3715758882299648,0.04243326197545055,0.026498201831546876,0.03600204586139289,20.189768473916004
ARHS,"Arhaus, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2022,2022-12-31,1228928000.0,-703869000.0,-340388000.0,184671000.0,136634000,937084000.0,0.5727503970940527,0.2769796114988022,0.1502699914071451,0.11118145245286949,0.14580763304036778,20.658283483996737
ARHS,"Arhaus, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2023,2023-12-31,1287704000.0,-747281000.0,-376112000.0,164311000.0,125239000,1105148000.0,0.5803204773767885,0.2920795462311214,0.12759997639209011,0.09725759957257257,0.11332328339733683,20.823245099599
ARHS,"Arhaus, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2024,2024-12-31,1271107000.0,-769878000.0,-415426000.0,85803000.0,68550000,1206316000.0,0.6056752106628317,0.3268222108760317,0.06750257846113664,0.053929370226109996,0.05682590631310536,20.910836924146565
ARKO,Arko Corp.,Consumer Cyclical,Retail - Apparel & Specialty,2020,2020-12-31,4010232000.0,-3219448000.0,-626846000.0,80314000.0,13710000,2739809000.0,0.8028084160716886,0.15631165478705472,0.020027270242719126,0.0034187548251572476,0.0050039984539068235,21.731154046887475
ARKO,Arko Corp.,Consumer Cyclical,Retail - Apparel & Specialty,2021,2021-12-31,7417398000.0,-6419401000.0,-755185000.0,142082000.0,59198000,2942275000.0,0.8641835012739987,0.10181265721483464,0.019155234760221847,0.00798096583195347,0.020119805252738102,21.802448928584578
ARKO,Arko Corp.,Consumer Cyclical,Retail - Apparel & Specialty,2022,2022-12-31,9142799000.0,-8003074000.0,-139969000.0,167014000.0,71747000,3255170000.0,0.8641835012739987,0.02721528360751241,0.018267272418435537,0.007847378029419656,0.02204093795408535,21.903510338585694
ARKO,Arko Corp.,Consumer Cyclical,Retail - Apparel & Specialty,2023,2023-12-31,9412731000.0,-8128963000.0,-165294000.0,130743000.0,34369000,3650364000.0,0.863613652615803,0.02721528360751241,0.013890017679247394,0.003651331372372163,0.00941522544053141,22.0180927255959
ARKO,Arko Corp.,Consumer Cyclical,Retail - Apparel & Specialty,2024,2024-12-31,8731962000.0,-7459472000.0,-162920000.0,101884000.0,20845000,3620658000.0,0.8542721555590829,0.02721528360751241,0.011667939003857323,0.0023872069072219965,0.005757240810924423,22.009921614222097
ASO,"Academy Sports & Outdoors, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2020,2021-01-31,5689233000.0,-3955188000.0,-1313647000.0,420398000.0,308764000,4384482000.0,0.6952058388186949,0.2309005449416468,0.07389361623965832,0.05427163907683162,0.07042200196055087,22.201337325804065
ASO,"Academy Sports & Outdoors, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2021,2022-01-31,6773128000.0,-4422033000.0,-1443148000.0,907947000.0,671381000,4584940000.0,0.6528789947569277,0.2130696481743738,0.13405135706869853,0.09912421557661394,0.14643179627214314,22.246042856418725
ASO,"Academy Sports & Outdoors, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2022,2023-01-31,6395073000.0,-4182571000.0,-1365953000.0,846549000.0,628001000,4595439000.0,0.654030219827045,0.21359459071069242,0.1323751894622626,0.0982007554878576,0.13665745535954235,22.248330126819482
ASO,"Academy Sports & Outdoors, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2023,2024-01-31,6159291000.0,-4049080000.0,-1432356000.0,677855000.0,519190000,4676713000.0,0.6573938461423563,0.2325520908169463,0.11005406304069738,0.08429379290570944,0.11101600632752107,22.265861349685004
ASO,"Academy Sports & Outdoors, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2024,2025-01-31,5933450000.0,-3921990000.0,-1472821000.0,538639000.0,418447000,4900963000.0,0.660996553438556,0.24822337763021513,0.09078006893122888,0.07052338858505591,0.08538056704366061,22.312697553365627
AZO,AUTOZONE INC,Consumer Cyclical,Retail - Apparel & Specialty,2020,2020-08-31,12631967000.0,-5861214000.0,-4353074000.0,2417679000.0,1732972000,14423872000.0,0.4639985205787824,0.34460777169541373,0.1913937077258039,0.13718940209390984,0.12014610223939869,23.392150448709327
AZO,AUTOZONE INC,Consumer Cyclical,Retail - Apparel & Specialty,2021,2021-08-31,14629585000.0,-6911800000.0,-4773258000.0,2944527000.0,2170314000,14516199000.0,0.47245359318121466,0.3262743269887697,0.2012720798300157,0.14835102977972375,0.14950979936276707,23.398531035214013
AZO,AUTOZONE INC,Consumer Cyclical,Retail - Apparel & Specialty,2022,2022-08-31,16252230000.0,-7779580000.0,-5201921000.0,3270729000.0,2429604000,15275043000.0,0.478677695307044,0.3200742913434033,0.20124801334955264,0.14949357718909959,0.15905709725334324,23.44948615705739
AZO,AUTOZONE INC,Consumer Cyclical,Retail - Apparel & Specialty,2023,2023-08-31,17457209000.0,-8386787000.0,-5596436000.0,3473986000.0,2528426000,15985878000.0,0.48041969366351744,0.32058022562484073,0.19900008071164182,0.14483563781587308,0.15816622646563422,23.4949715444434
AZO,AUTOZONE INC,Consumer Cyclical,Retail - Apparel & Specialty,2024,2024-08-31,18490268000.0,-8673216000.0,-6028344000.0,3788708000.0,2662427000,17176538000.0,0.469069242263011,0.3260279407524001,0.20490281698458887,0.14399071987490933,0.15500370330738358,23.56681021980831
BARK,"BARK, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2020,2021-03-31,378604000.0,-152664000.0,-246539000.0,-20599000.0,-31391000,150863000.0,0.4032287033417502,0.651179068366948,-0.05440777170869827,-0.08291248903867894,-0.2080762015868702,18.831882698179044
BARK,"BARK, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2021,2022-03-31,507406000.0,-225300000.0,-376287000.0,-94181000.0,-68299000,434061000.0,0.4440231294072203,0.7415895752119605,-0.1856127046191807,-0.1346042419679704,-0.15734885188948097,19.888695635183424
BARK,"BARK, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2022,2023-03-31,535315000.0,-227200000.0,-371946000.0,-63831000.0,-61519000,400420000.0,0.4244230032784435,0.6948170703230808,-0.11924007360152433,-0.11492112120900778,-0.15363618200889068,19.808024554207826
BARK,"BARK, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2023,2024-03-31,490184000.0,-188032000.0,-347672000.0,-45520000.0,-37010000,298588000.0,0.3835947317741909,0.709268356372301,-0.09286308814649193,-0.07550226037569566,-0.1239500582742776,19.51457525471996
BARK,"BARK, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2024,2025-03-31,484182000.0,-182194000.0,-337136000.0,-35148000.0,-32878000,260635000.0,0.3762923859209967,0.6963001515958875,-0.07259253751688415,-0.06790421783544204,-0.12614575939532297,19.378631519085815
BBBY,BED BATH & BEYOND INC,Consumer Cyclical,Retail - Apparel & Specialty,2020,2021-02-28,9233028000.0,-6114947000.0,-3224363000.0,-106282000.0,-150773000,6456930000.0,0.6622905291741777,0.3492205374011646,-0.011511066575342347,-0.01632974577787482,-0.023350570627217578,22.58841980958417
BBBY,BED BATH & BEYOND INC,Consumer Cyclical,Retail - Apparel & Specialty,2021,2022-02-28,7867778000.0,-5384287000.0,-2692292000.0,-208801000.0,-559623000,5130572000.0,0.6843465842579697,0.34219216658121265,-0.026538750839182296,-0.07112846854601133,-0.10907614199742251,22.35848299088798
BBBY,BED BATH & BEYOND INC,Consumer Cyclical,Retail - Apparel & Specialty,2022,2023-02-28,5344685000.0,-4129802000.0,-2372969000.0,-1158086000.0,-3498801000,2225217000.0,0.7726932457198132,0.4439866895803962,-0.21667993530020946,-0.654631844533401,-0.5668952049610628,21.523120275898947
BBWI,"Bath & Body Works, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2020,2021-01-31,6434000000.0,-3338000000.0,-1492000000.0,1604000000.0,844000000,11571000000.0,0.5188063413117812,0.23189306807584706,0.24930059061237178,0.13117811625738265,0.07294097312246133,23.171767804840613
BBWI,"Bath & Body Works, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2021,2022-01-31,7882000000.0,-4027000000.0,-1846000000.0,2009000000.0,1333000000,6026000000.0,0.510910936310581,0.23420451662014716,0.25488454706927177,0.16911951281400658,0.22120809824095586,22.51934927765452
BBWI,"Bath & Body Works, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2022,2023-01-31,7560000000.0,-4305000000.0,-1879000000.0,1376000000.0,800000000,5494000000.0,0.5694444444444444,0.24854497354497354,0.182010582010582,0.10582010582010581,0.1456133964324718,22.426922424619494
BBWI,"Bath & Body Works, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2023,2024-01-31,7429000000.0,-4193000000.0,-1951000000.0,1285000000.0,878000000,5463000000.0,0.5644097455916005,0.2626194642616772,0.17297079014672231,0.11818548929869431,0.1607175544572579,22.42126392635999
BBWI,"Bath & Body Works, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2024,2025-01-31,7307000000.0,-4073000000.0,-1968000000.0,1266000000.0,798000000,4872000000.0,0.5574107020665116,0.26933077870535105,0.1732585192281374,0.10921034624332832,0.16379310344827586,22.30677036735401
BBY,BEST BUY CO INC,Consumer Cyclical,Retail - Apparel & Specialty,2020,2021-01-31,47262000000.0,-36689000000.0,-7928000000.0,2645000000.0,1798000000,19067000000.0,0.7762896195675173,0.16774575769116837,0.05596462274131438,0.03804324827557023,0.09429905071589657,23.671224929028718
BBY,BEST BUY CO INC,Consumer Cyclical,Retail - Apparel & Specialty,2021,2022-01-31,51761000000.0,-40121000000.0,-8635000000.0,3005000000.0,2454000000,17504000000.0,0.7751202642916482,0.16682444311354108,0.058055292594810765,0.04741021232201851,0.1401965265082267,23.585695263185983
BBY,BEST BUY CO INC,Consumer Cyclical,Retail - Apparel & Specialty,2022,2023-01-31,46298000000.0,-36386000000.0,-7970000000.0,1942000000.0,1419000000,15803000000.0,0.785908678560629,0.17214566503952655,0.04194565639984449,0.03064927210678647,0.08979307726381067,23.483465632373377
BBY,BEST BUY CO INC,Consumer Cyclical,Retail - Apparel & Specialty,2023,2024-01-31,43452000000.0,-33849000000.0,-7876000000.0,1727000000.0,1241000000,14967000000.0,0.7789975144987572,0.18125747951762866,0.0397450059836141,0.028560250391236306,0.08291574797888689,23.42911361449342
BBY,BEST BUY CO INC,Consumer Cyclical,Retail - Apparel & Specialty,2024,2025-01-31,41528000000.0,-32143000000.0,-7651000000.0,1734000000.0,927000000,14782000000.0,0.7740078982854941,0.18423714120593335,0.04175496050857253,0.0223222885763822,0.06271140576376674,23.416676061309108
BGFV,BIG 5 SPORTING GOODS Corp,Consumer Cyclical,Retail - Apparel & Specialty,2020,2020-12-31,1041212000.0,-692041000.0,-275406000.0,76265000.0,55940000,699994000.0,0.6646494661990066,0.2645052112345997,0.07324637057582893,0.0537258502591211,0.07991497069974886,20.36658232154237
BGFV,BIG 5 SPORTING GOODS Corp,Consumer Cyclical,Retail - Apparel & Specialty,2021,2021-12-31,1161820000.0,-725991000.0,-299812000.0,136017000.0,102386000,753953000.0,0.6248739047356734,0.2580537432648775,0.11707235199944914,0.0881255271900983,0.13579891584753956,20.440840589811867
BGFV,BIG 5 SPORTING GOODS Corp,Consumer Cyclical,Retail - Apparel & Specialty,2022,2022-12-31,995538000.0,-654323000.0,-307700000.0,33515000.0,26134000,708793000.0,0.6572556748210515,0.3090791109932519,0.033665214185696575,0.02625113255345351,0.03687113162799294,20.379074081359878
BGFV,BIG 5 SPORTING GOODS Corp,Consumer Cyclical,Retail - Apparel & Specialty,2023,2023-12-31,884745000.0,-598901000.0,-296578000.0,-10734000.0,-7083000,644683000.0,0.6769193383404257,0.3352129709690363,-0.012132309309462049,-0.008005696556634963,-0.010986795060518115,20.284269281079453
BGFV,BIG 5 SPORTING GOODS Corp,Consumer Cyclical,Retail - Apparel & Specialty,2024,2024-12-31,795468000.0,-560971000.0,-290065000.0,-55568000.0,-69072000,609366000.0,0.7052087576118713,0.36464697511402094,-0.06985573272589218,-0.08683190272895956,-0.11335059717805063,20.22792963037655
BIRD,"Allbirds, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2020,2020-12-31,219296000.0,-106555000.0,-141965000.0,-29224000.0,-25860000,244043000.0,0.4858957755727419,0.6473670290383774,-0.13326280461111922,-0.1179228075295491,-0.10596493240945243,19.31285499723908
BIRD,"Allbirds, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2021,2021-12-31,277472000.0,-130810000.0,-179538000.0,-32876000.0,-45370000,488429000.0,0.4714349555991235,0.6470490716180372,-0.11848402721716066,-0.1635119940029985,-0.09288965233432085,20.006704675997423
BIRD,"Allbirds, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2022,2022-12-31,297766000.0,-168138000.0,-225845000.0,-96217000.0,-101354000,462364000.0,0.5646648710732589,0.7584647004694962,-0.32312957154275507,-0.3403813732931228,-0.21920824285627774,19.95186301762033
BKE,BUCKLE INC,Consumer Cyclical,Retail - Apparel & Specialty,2020,2021-01-31,901278000.0,-500610000.0,-232646000.0,168022000.0,130139000,845814000.0,0.5554446019984954,0.25812901235800717,0.18642638564349734,0.14439384962242505,0.1538624331117716,20.55581003524212
BKE,BUCKLE INC,Consumer Cyclical,Retail - Apparel & Specialty,2021,2022-01-31,1294607000.0,-641598000.0,-317510000.0,335499000.0,254820000,780884000.0,0.4955928710411731,0.24525589619089036,0.2591512327679365,0.19683193432447066,0.32632247555334726,20.475937169243846
BKE,BUCKLE INC,Consumer Cyclical,Retail - Apparel & Specialty,2022,2023-01-31,1345187000.0,-669184000.0,-347871000.0,328132000.0,254626000,837579000.0,0.49746540815514867,0.258604194063725,0.24393039778112635,0.1892866939689426,0.3040023687317853,20.546026145573066
BKE,BUCKLE INC,Consumer Cyclical,Retail - Apparel & Specialty,2023,2024-01-31,1261102000.0,-642037000.0,-348006000.0,271059000.0,219919000,889810000.0,0.509107907211312,0.275953887948794,0.214938204839894,0.1743863700160653,0.2471527629493937,20.60651851475362
BKE,BUCKLE INC,Consumer Cyclical,Retail - Apparel & Specialty,2024,2025-01-31,1217689000.0,-624902000.0,-351423000.0,241364000.0,195468000,913173000.0,0.5131868646263537,0.2885983202607562,0.19821481511289007,0.16052374621106047,0.21405363496292598,20.632435905822767
BNED,"Barnes & Noble Education, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2021,2021-04-30,1406516000.0,-1176173000.0,-316164000.0,-131025000.0,-139810000,1031113000.0,0.8362315110528427,0.2247852139613058,-0.09315571241279871,-0.09940164207161525,-0.13559134643826623,20.753904638303176
BNED,"Barnes & Noble Education, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2022,2022-04-30,1495734000.0,-1152902000.0,-353968000.0,-53260000.0,-68857000,1071553000.0,0.770793469961905,0.2366517041131645,-0.03560793563561435,-0.04603559189000183,-0.0642590707132545,20.792374835023743
BNED,"Barnes & Noble Education, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2023,2023-04-30,1543208000.0,-1193769000.0,-357611000.0,-50335000.0,-101862000,980779000.0,0.7735632526529153,0.2317322097863671,-0.03261711966241751,-0.06600665626409402,-0.1038582596079239,20.703857711824014
BNED,"Barnes & Noble Education, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2024,2024-04-30,1567135000.0,-1210359000.0,-311574000.0,4642000.0,-63211000,905084000.0,0.7723386944966452,0.19881758750841505,0.0029620932465933055,-0.040335389101768516,-0.0698399264598645,20.623538315036463
BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2020,2021-03-31,893491000.0,-598612000.0,-208553000.0,86326000.0,59386000,933581000.0,0.6699698150289147,0.23341365497805797,0.09661652999302735,0.06646513507131017,0.06361097751560925,20.654538287401337
BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2021,2022-03-31,1488256000.0,-913183000.0,-316735000.0,258338000.0,192450000,1199855000.0,0.6135926883546917,0.21282292831340843,0.17358438333189988,0.12931243011954932,0.16039438098770267,20.9054665531061
BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2022,2023-03-31,1657615000.0,-1047043000.0,-378785000.0,231787000.0,170553000,1517381000.0,0.6316563255038112,0.2285120489377811,0.13983162555840772,0.1028905988423126,0.11239958850150358,21.14025165937164
BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2023,2024-03-31,1667009000.0,-1052585000.0,-416210000.0,198214000.0,146996000,1705592000.0,0.6314213060637345,0.24967471681316658,0.11890397712309891,0.08817948793317852,0.08618473820233678,21.25717810149328
BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2024,2025-03-31,1911104000.0,-1194066000.0,-477686000.0,239352000.0,180942000,2018021000.0,0.6248043015974013,0.2499529068015137,0.12524279160108504,0.09467930578346338,0.08966309072105791,21.425383165166597
BRLT,"Brilliant Earth Group, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2020,2020-12-31,251820000.0,-139518000.0,-85710000.0,26592000.0,21576000,85216000.0,0.5540385989992852,0.3403621634500834,0.1055992375506314,0.0856802477960448,0.25319188884716487,18.260699767595796
BRLT,"Brilliant Earth Group, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2021,2021-12-31,380189000.0,-192768000.0,-147291000.0,40130000.0,1528000,217731000.0,0.507032028806725,0.3874152066472202,0.10555276454605472,0.0040190536811954055,0.007017833932696768,19.198770913862305
BRLT,"Brilliant Earth Group, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2022,2022-12-31,439882000.0,-205591000.0,-210964000.0,23327000.0,2135000,262574000.0,0.46737761490581564,0.4795922542863768,0.05303013080780755,0.00485357436767133,0.008131041154112745,19.386043505030177
BRLT,"Brilliant Earth Group, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2023,2023-12-31,446382000.0,-189382000.0,-252518000.0,4482000.0,584000,273583000.0,0.4242599387968153,0.5656993337544973,0.010040727448687448,0.001308296481488949,0.0021346355584959593,19.42711560727932
BRLT,"Brilliant Earth Group, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2024,2024-12-31,422161000.0,-167759000.0,-251052000.0,3350000.0,541000,281245000.0,0.39738156769573696,0.59468307115058,0.007935361153683073,0.0012815016072067291,0.0019235897527067147,19.4547367335471
BZUN,Baozun Inc.,Consumer Cyclical,Retail - Apparel & Specialty,2020,2020-12-31,1282486284.0,-481933080.0,-341169784.0,80945657.0,61721178,10474691000.0,0.3757802995731688,0.2660221697934354,0.06311619703840825,0.048126189550733625,0.005892410382320586,23.07222780351283
BZUN,Baozun Inc.,Consumer Cyclical,Retail - Apparel & Specialty,2021,2021-12-31,1456283810.0,-507821125.0,-476680346.0,1088153.0,-34070471,12318980000.0,0.3487102730339356,0.3273265435808148,0.0007472121797467487,-0.02339548841101241,-0.0027656892859636104,23.234406999416528
BZUN,Baozun Inc.,Consumer Cyclical,Retail - Apparel & Specialty,2022,2022-12-31,1248353055.0,-335239349.0,-452617034.0,6901387.0,-97080394,1423806617.0,0.268545302674811,0.3625713352381711,0.005528393568116033,-0.07776677728401121,-0.06818369351629443,21.076599838045638
BZUN,Baozun Inc.,Consumer Cyclical,Retail - Apparel & Specialty,2023,2023-12-31,1245563705.0,-340523780.0,-520858862.0,-24194318.0,-39354496,1454112959.0,0.2733892924408872,0.4181711942224585,-0.01942439226743525,-0.03159573118743051,-0.027064263306658284,21.097661901485814
BZUN,Baozun Inc.,Consumer Cyclical,Retail - Apparel & Specialty,2024,2024-12-31,1310780229.0,-344145039.0,-570357922.0,-15009334.0,-25763954,1419740160.0,0.26254976340507497,0.4351285664684831,-0.011450686902296876,-0.019655433786680956,-0.018146950213763058,21.073739705900124
CHS,"Chico's FAS, Inc.",Consumer Cyclical,Retail - Apparel & Specialty,2020,2021-01-31,1324051000.0,-1139878000.0,-526772000.0,-342599000.0,-360144000,1274878000.0,0.8609018836887703,0.39784872334978033,-0.25875060703855063,-0.27200160718884697,-0.2824929130473661,20.966116324704068
